order_id,order_date,product,category,region,quantity,unit_price,discount,revenue,cost,profit
100359,2024-06-14,Aero Laptop 14,Electronics,Central,2,895.22,0.0,1790.44,1257.56,532.88
100561,2024-06-14,Buzz Wireless Earbuds,Electronics,Central,3,75.16,0.0,225.47,164.55,60.92
101463,2024-06-14,Comfy Bookshelf,Furniture,West,2,151.81,0.0,303.63,207.08,96.55
102467,2024-06-14,Comfy Bookshelf,Furniture,West,1,138.85,0.0,138.85,103.82,35.03
103163,2024-06-14,Comfy Bookshelf,Furniture,North,1,138.01,0.05,131.11,84.6,46.51
103363,2024-06-14,Buzz Bluetooth Speaker,Electronics,Central,4,63.3,0.0,253.2,157.78,95.42
100282,2024-06-15,Sharp Pen Pack,Office Supplies,North,2,7.79,0.15,13.24,11.24,2.0
101000,2024-06-15,Vivid Monitor 27in,Electronics,South,3,281.83,0.0,845.5,588.58,256.92
101858,2024-06-15,Sharp Whiteboard,Office Supplies,East,4,63.18,0.0,252.7,143.69,109.01
102182,2024-06-15,Sharp Pen Pack,Office Supplies,West,3,7.66,0.0,22.97,15.21,7.76
103025,2024-06-15,Sharp Whiteboard,Office Supplies,South,1,61.6,0.0,61.6,35.92,25.68
103409,2024-06-15,Aero Laptop 14,Electronics,West,1,989.42,0.0,989.42,550.31,439.11
100420,2024-06-16,Comfy Standing Desk,Furniture,West,2,421.51,0.0,843.02,486.09,356.93
101642,2024-06-16,Comfy Bookshelf,Furniture,South,1,161.65,0.0,161.65,114.08,47.57
101827,2024-06-16,Vivid Webcam HD,Electronics,North,3,43.32,0.0,129.95,87.67,42.28
102553,2024-06-16,Comfy Bookshelf,Furniture,South,2,152.7,0.1,274.87,174.76,100.11
103236,2024-06-16,Comfy Bookshelf,Furniture,Central,2,160.9,0.1,289.63,229.56,60.07
103333,2024-06-16,Buzz Wireless Earbuds,Electronics,Central,2,85.02,0.0,170.04,115.08,54.96
100486,2024-06-17,Comfy Office Chair,Furniture,North,3,212.89,0.0,638.67,371.05,267.62
100999,2024-06-17,Buzz Bluetooth Speaker,Electronics,South,4,55.91,0.1,201.28,160.92,40.36
101158,2024-06-17,Vivid Webcam HD,Electronics,South,3,45.27,0.0,135.8,96.72,39.08
102588,2024-06-17,Comfy Standing Desk,Furniture,East,3,392.73,0.15,1001.47,752.66,248.81
102636,2024-06-17,Comfy Standing Desk,Furniture,Central,1,400.91,0.0,400.91,279.03,121.88
100109,2024-06-18,Sharp Pen Pack,Office Supplies,South,3,7.37,0.0,22.1,12.37,9.73
101674,2024-06-18,Aero Laptop 16,Electronics,West,2,1239.33,0.0,2478.65,1504.25,974.4
101890,2024-06-18,Buzz Bluetooth Speaker,Electronics,East,1,63.76,0.0,63.76,42.2,21.56
103588,2024-06-18,Aero Laptop 16,Electronics,South,1,1389.07,0.0,1389.07,904.08,484.99
100309,2024-06-19,Sharp Pen Pack,Office Supplies,North,2,8.27,0.1,14.89,11.52,3.37
100900,2024-06-19,Comfy Office Chair,Furniture,Central,1,220.38,0.0,220.38,155.02,65.36
101803,2024-06-19,Sharp Whiteboard,Office Supplies,East,4,66.95,0.0,267.8,175.36,92.44
102150,2024-06-19,Aero Laptop 16,Electronics,East,2,1392.33,0.1,2506.2,1670.19,836.01
100023,2024-06-20,Vivid Webcam HD,Electronics,West,4,45.38,0.0,181.52,135.43,46.09
100666,2024-06-20,Sharp Notebook Set,Office Supplies,West,1,11.51,0.1,10.35,7.53,2.82
102108,2024-06-20,Aero Laptop 16,Electronics,South,3,1391.72,0.0,4175.16,3126.05,1049.11
102655,2024-06-20,Sharp Pen Pack,Office Supplies,North,3,8.38,0.0,25.15,14.1,11.05
102816,2024-06-20,Sharp Whiteboard,Office Supplies,West,6,61.42,0.0,368.51,237.78,130.73
100044,2024-06-21,Aero Laptop 16,Electronics,North,1,1220.71,0.0,1220.71,829.89,390.82
100170,2024-06-21,Buzz Bluetooth Speaker,Electronics,South,2,57.75,0.0,115.51,66.47,49.04
100212,2024-06-21,Comfy Bookshelf,Furniture,West,3,148.8,0.0,446.39,256.25,190.14
102230,2024-06-21,Comfy Standing Desk,Furniture,South,2,413.79,0.0,827.58,494.68,332.9
102436,2024-06-21,Sharp Notebook Set,Office Supplies,West,2,12.66,0.0,25.32,16.05,9.27
102913,2024-06-21,Aero Laptop 16,Electronics,South,1,1242.6,0.0,1242.6,906.21,336.39
103084,2024-06-21,Buzz Bluetooth Speaker,Electronics,North,2,60.81,0.1,109.46,81.41,28.05
100872,2024-06-22,Aero Laptop 16,Electronics,North,3,1308.56,0.0,3925.68,2179.84,1745.84
101773,2024-06-22,Comfy Bookshelf,Furniture,East,7,141.34,0.0,989.35,620.3,369.05
102003,2024-06-22,Sharp Pen Pack,Office Supplies,West,1,8.37,0.0,8.37,5.18,3.19
102162,2024-06-22,Comfy Standing Desk,Furniture,East,4,427.1,0.0,1708.41,1149.97,558.44
103035,2024-06-22,Vivid Webcam HD,Electronics,North,2,48.22,0.0,96.45,61.64,34.81
100960,2024-06-23,Vivid Monitor 27in,Electronics,West,1,273.15,0.0,273.15,151.16,121.99
101808,2024-06-23,Buzz Bluetooth Speaker,Electronics,South,3,60.36,0.0,181.07,135.61,45.46
102397,2024-06-23,Comfy Standing Desk,Furniture,East,2,430.52,0.05,817.98,643.88,174.1
101049,2024-06-24,Comfy Bookshelf,Furniture,South,3,139.48,0.0,418.44,270.8,147.64
101054,2024-06-24,Comfy Office Chair,Furniture,South,2,205.99,0.0,411.98,283.98,128.0
101106,2024-06-24,Vivid Webcam HD,Electronics,Central,4,46.87,0.0,187.46,128.34,59.12
101786,2024-06-24,Comfy Office Chair,Furniture,South,1,216.01,0.05,205.21,135.51,69.7
103182,2024-06-24,Buzz Wireless Earbuds,Electronics,East,2,79.41,0.0,158.82,88.41,70.41
100466,2024-06-25,Sharp Notebook Set,Office Supplies,West,2,12.56,0.1,22.62,16.95,5.67
100657,2024-06-25,Vivid Monitor 27in,Electronics,West,4,288.57,0.1,1038.85,831.18,207.67
101397,2024-06-25,Aero Laptop 16,Electronics,East,3,1282.89,0.05,3656.23,2251.34,1404.89
102051,2024-06-25,Sharp Notebook Set,Office Supplies,North,2,12.03,0.0,24.05,15.71,8.34
102096,2024-06-25,Sharp Whiteboard,Office Supplies,South,1,70.07,0.0,70.07,46.74,23.33
102490,2024-06-25,Buzz Wireless Earbuds,Electronics,North,2,74.02,0.15,125.84,96.28,29.56
101086,2024-06-26,Comfy Office Chair,Furniture,West,1,214.28,0.0,214.28,121.48,92.8
102834,2024-06-26,Aero Laptop 14,Electronics,South,1,1025.32,0.0,1025.32,699.71,325.61
100077,2024-06-27,Comfy Standing Desk,Furniture,Central,3,415.29,0.0,1245.86,688.49,557.37
100410,2024-06-27,Comfy Bookshelf,Furniture,Central,1,157.67,0.05,149.79,111.56,38.23
100994,2024-06-27,Comfy Office Chair,Furniture,Central,3,223.86,0.0,671.57,433.02,238.55
101206,2024-06-27,Sharp Notebook Set,Office Supplies,West,2,12.03,0.0,24.06,15.21,8.85
101468,2024-06-27,Sharp Pen Pack,Office Supplies,Central,4,8.14,0.1,29.3,23.66,5.64
101764,2024-06-27,Sharp Pen Pack,Office Supplies,North,1,7.67,0.0,7.67,4.73,2.94
100874,2024-06-28,Sharp Notebook Set,Office Supplies,East,4,12.74,0.0,50.95,32.39,18.56
100988,2024-06-28,Comfy Standing Desk,Furniture,East,1,414.11,0.0,414.11,236.42,177.69
101024,2024-06-28,Buzz Bluetooth Speaker,Electronics,East,1,61.42,0.1,55.28,35.67,19.61
101212,2024-06-28,Sharp Pen Pack,Office Supplies,East,1,8.34,0.0,8.34,5.99,2.35
101387,2024-06-28,Sharp Pen Pack,Office Supplies,Central,3,7.57,0.0,22.7,14.94,7.76
101563,2024-06-28,Vivid Webcam HD,Electronics,South,3,45.01,0.0,135.03,90.91,44.12
101576,2024-06-28,Buzz Bluetooth Speaker,Electronics,Central,2,58.69,0.0,117.38,78.68,38.7
102104,2024-06-28,Buzz Wireless Earbuds,Electronics,West,1,86.11,0.0,86.11,52.26,33.85
102768,2024-06-28,Comfy Bookshelf,Furniture,Central,1,161.5,0.0,161.5,92.34,69.16
103257,2024-06-28,Comfy Office Chair,Furniture,East,3,208.17,0.0,624.5,385.13,239.37
100334,2024-06-29,Sharp Notebook Set,Office Supplies,South,1,12.09,0.15,10.28,8.26,2.02
100689,2024-06-29,Comfy Office Chair,Furniture,West,1,211.85,0.0,211.85,139.13,72.72
102641,2024-06-29,Comfy Bookshelf,Furniture,South,2,138.27,0.0,276.54,201.84,74.7
102677,2024-06-29,Vivid Webcam HD,Electronics,Central,3,44.08,0.0,132.25,78.89,53.36
102932,2024-06-29,Vivid Monitor 27in,Electronics,South,2,279.61,0.0,559.21,311.72,247.49
100192,2024-06-30,Vivid Webcam HD,Electronics,East,3,43.44,0.0,130.31,72.61,57.7
100448,2024-06-30,Buzz Wireless Earbuds,Electronics,South,1,83.94,0.0,83.94,55.61,28.33
101179,2024-06-30,Buzz Wireless Earbuds,Electronics,South,4,79.87,0.0,319.47,181.44,138.03
101399,2024-06-30,Comfy Office Chair,Furniture,South,3,222.66,0.0,667.97,459.59,208.38
102105,2024-06-30,Buzz Wireless Earbuds,Electronics,North,2,74.64,0.0,149.27,98.89,50.38
102293,2024-07-01,Sharp Pen Pack,Office Supplies,,2,8.19,0.1,14.74,11.99,2.75
102354,2024-07-01,Sharp Whiteboard,Office Supplies,North,1,64.98,0.1,58.49,43.77,14.72
102691,2024-07-01,Comfy Office Chair,Furniture,South,2,205.46,0.0,410.93,258.4,152.53
103271,2024-07-01,Comfy Standing Desk,Furniture,Central,3,399.32,0.0,1197.96,803.5,394.46
100016,2024-07-02,Vivid Monitor 27in,Electronics,Central,4,293.37,0.0,1173.46,764.68,408.78
102742,2024-07-02,Buzz Bluetooth Speaker,Electronics,Central,2,58.75,0.0,117.5,65.11,52.39
102749,2024-07-02,Vivid Webcam HD,Electronics,South,3,46.75,0.15,119.21,97.06,22.15
102838,2024-07-02,Comfy Office Chair,Furniture,West,2,215.01,0.15,365.51,269.52,95.99
103105,2024-07-02,Sharp Whiteboard,Office Supplies,West,1,61.43,0.0,61.43,38.58,22.85
101646,2024-07-03,Comfy Bookshelf,Furniture,Central,3,140.45,0.1,379.22,284.85,94.37
102216,2024-07-03,Buzz Wireless Earbuds,Electronics,North,2,79.47,0.0,158.94,103.76,55.18
103131,2024-07-03,Sharp Notebook Set,Office Supplies,South,3,11.82,0.0,35.47,23.58,11.89
100182,2024-07-04,Sharp Notebook Set,Office Supplies,South,2,11.81,0.05,22.44,13.96,8.48
100623,2024-07-04,Sharp Pen Pack,Office Supplies,Central,1,7.49,0.0,7.49,4.42,3.07
100651,2024-07-04,Aero Laptop 16,Electronics,North,1,1203.86,0.0,1203.86,725.33,478.53
100699,2024-07-04,Vivid Monitor 27in,Electronics,West,2,270.13,0.0,540.25,366.21,174.04
101033,2024-07-04,Sharp Pen Pack,Office Supplies,East,1,8.24,0.0,8.24,5.52,2.72
102457,2024-07-04,Comfy Standing Desk,Furniture,West,3,406.89,0.0,1220.66,872.1,348.56
102796,2024-07-04,Sharp Notebook Set,Office Supplies,Central,4,11.61,0.0,46.44,29.95,16.49
102945,2024-07-04,Buzz Bluetooth Speaker,Electronics,Central,2,57.39,0.1,103.3,75.13,28.17
103005,2024-07-04,Vivid Monitor 27in,Electronics,West,1,260.96,0.0,260.96,154.99,105.97
103038,2024-07-04,Sharp Notebook Set,Office Supplies,North,2,11.83,0.0,23.66,15.46,8.2
103080,2024-07-04,Comfy Office Chair,Furniture,North,3,230.71,0.05,657.53,466.35,191.18
103272,2024-07-04,Sharp Pen Pack,Office Supplies,West,1,7.62,0.0,7.62,4.55,3.07
100336,2024-07-05,Sharp Pen Pack,Office Supplies,North,5,8.47,0.0,42.37,31.52,10.85
100404,2024-07-05,Buzz Bluetooth Speaker,Electronics,South,2,60.02,0.0,120.05,73.59,46.46
100668,2024-07-05,Comfy Standing Desk,Furniture,North,1,383.17,0.1,344.85,263.56,81.29
101527,2024-07-05,Comfy Standing Desk,Furniture,East,3,398.5,0.0,1195.49,836.56,358.93
101986,2024-07-05,Vivid Monitor 27in,Electronics,North,4,281.57,0.0,1126.3,777.17,349.13
103113,2024-07-05,Sharp Notebook Set,Office Supplies,West,4,11.31,0.0,45.23,33.79,11.44
103424,2024-07-05,Comfy Office Chair,Furniture,South,1,230.2,0.0,230.2,151.63,78.57
100185,2024-07-06,Sharp Pen Pack,Office Supplies,South,3,7.49,0.0,22.48,15.52,6.96
100539,2024-07-06,Sharp Notebook Set,Office Supplies,East,3,12.03,0.0,36.08,22.9,13.18
101545,2024-07-06,Comfy Standing Desk,Furniture,East,2,417.21,0.0,834.42,578.84,255.58
100324,2024-07-07,Aero Laptop 16,Electronics,East,1,1388.41,0.0,1388.41,778.73,609.68
101356,2024-07-07,Vivid Webcam HD,Electronics,West,2,43.29,0.0,86.57,49.73,36.84
102737,2024-07-07,Aero Laptop 14,Electronics,Central,3,960.34,0.0,2881.03,2025.16,855.87
103156,2024-07-07,Aero Laptop 16,Electronics,North,1,1210.88,0.0,1210.88,670.67,540.21
101307,2024-07-08,Vivid Monitor 27in,Electronics,East,5,299.05,0.0,1495.27,874.17,621.1
101377,2024-07-08,Sharp Pen Pack,Office Supplies,Central,1,8.49,0.05,8.06,4.99,3.07
102161,2024-07-08,Buzz Bluetooth Speaker,Electronics,East,2,60.31,0.1,108.57,69.29,39.28
103115,2024-07-08,Comfy Bookshelf,Furniture,North,1,148.17,0.0,148.17,105.65,42.52
103574,2024-07-08,Vivid Monitor 27in,Electronics,South,1,292.74,0.0,292.74,213.72,79.02
100024,2024-07-09,Comfy Office Chair,Furniture,East,1,215.52,0.0,215.52,154.92,60.6
100045,2024-07-09,Vivid Webcam HD,Electronics,Central,3,48.38,0.0,145.15,105.7,39.45
100638,2024-07-09,Sharp Pen Pack,Office Supplies,Central,1,7.57,0.0,7.57,5.36,2.21
101485,2024-07-09,Sharp Pen Pack,Office Supplies,North,3,8.51,0.0,25.53,17.67,7.86
101504,2024-07-09,Aero Laptop 16,Electronics,North,3,1336.12,0.0,4008.35,2571.19,1437.16
102866,2024-07-09,Comfy Bookshelf,Furniture,North,1,141.63,0.1,127.47,83.23,44.24
102927,2024-07-09,Comfy Bookshelf,Furniture,East,3,158.22,0.1,427.18,355.61,71.57
101077,2024-07-10,Buzz Bluetooth Speaker,Electronics,West,2,60.54,0.0,121.09,76.1,44.99
101122,2024-07-10,Comfy Office Chair,Furniture,South,1,211.47,0.05,200.9,120.33,80.57
101900,2024-07-10,Aero Laptop 16,Electronics,West,4,1366.0,0.0,5463.99,3468.48,1995.51
102880,2024-07-10,Buzz Wireless Earbuds,Electronics,North,1,81.74,0.1,73.56,48.28,25.28
103056,2024-07-10,Vivid Webcam HD,Electronics,West,2,48.4,0.15,82.27,58.23,24.04
103064,2024-07-10,Sharp Notebook Set,Office Supplies,Central,5,11.34,0.0,56.68,34.79,21.89
103072,2024-07-10,Vivid Monitor 27in,Electronics,East,3,274.55,0.0,823.64,532.29,291.35
100393,2024-07-11,Sharp Whiteboard,Office Supplies,West,2,65.96,0.0,131.92,82.18,49.74
100971,2024-07-11,Comfy Bookshelf,Furniture,West,2,152.94,0.0,305.89,215.31,90.58
101006,2024-07-11,Sharp Whiteboard,Office Supplies,North,3,64.54,0.0,193.62,131.04,62.58
101552,2024-07-11,Sharp Whiteboard,Office Supplies,East,1,63.13,0.0,63.13,39.86,23.27
101632,2024-07-11,Vivid Webcam HD,Electronics,Central,1,47.42,0.0,47.42,29.32,18.1
102390,2024-07-11,Buzz Wireless Earbuds,Electronics,West,2,77.88,0.0,155.76,86.04,69.72
102706,2024-07-11,Buzz Bluetooth Speaker,Electronics,North,1,56.24,0.0,56.24,38.92,17.32
102791,2024-07-11,Aero Laptop 16,Electronics,Central,1,1214.14,0.0,1214.14,867.44,346.7
102944,2024-07-11,Buzz Wireless Earbuds,Electronics,North,3,74.79,0.1,201.94,156.75,45.19
103484,2024-07-11,Buzz Wireless Earbuds,Electronics,South,1,75.88,0.05,72.09,53.42,18.67
103546,2024-07-11,Buzz Wireless Earbuds,Electronics,North,1,79.26,0.0,79.26,55.78,23.48
100042,2024-07-12,Comfy Office Chair,Furniture,Central,2,233.39,0.0,466.78,341.47,125.31
102707,2024-07-12,Sharp Notebook Set,Office Supplies,Central,2,11.21,0.0,22.42,15.49,6.93
101432,2024-07-13,Sharp Pen Pack,Office Supplies,West,3,8.03,0.0,24.1,17.4,6.7
101583,2024-07-13,Sharp Whiteboard,Office Supplies,North,1,63.72,0.0,63.72,44.84,18.88
102938,2024-07-13,Sharp Pen Pack,Office Supplies,South,5,8.33,0.0,41.64,23.79,17.85
101107,2024-07-14,Aero Laptop 14,Electronics,Central,2,1025.21,0.0,2050.42,1425.44,624.98
101281,2024-07-14,Buzz Bluetooth Speaker,Electronics,East,2,61.67,0.0,123.34,79.04,44.3
101419,2024-07-14,Vivid Webcam HD,Electronics,South,1,48.11,0.0,48.11,26.88,21.23
101856,2024-07-14,Comfy Bookshelf,Furniture,West,1,151.9,0.15,129.11,96.23,32.88
101874,2024-07-14,Sharp Pen Pack,Office Supplies,North,1,7.95,0.0,7.95,5.89,2.06
102310,2024-07-14,Buzz Wireless Earbuds,Electronics,South,1,84.26,0.0,84.26,60.78,23.48
102621,2024-07-14,Vivid Webcam HD,Electronics,South,2,45.84,0.0,91.68,66.78,24.9
102826,2024-07-14,Aero Laptop 16,Electronics,West,1,1380.61,0.0,1380.61,983.8,396.81
103397,2024-07-14,Comfy Office Chair,Furniture,East,1,218.27,0.0,218.27,126.43,91.84
103492,2024-07-14,Buzz Bluetooth Speaker,Electronics,North,1,57.25,0.0,57.25,31.81,25.44
100716,2024-07-15,Buzz Wireless Earbuds,Electronics,South,2,73.91,0.0,147.81,91.13,56.68
101134,2024-07-15,Sharp Pen Pack,Office Supplies,South,1,7.81,0.0,7.81,4.34,3.47
102607,2024-07-15,Comfy Office Chair,Furniture,South,3,232.38,0.05,662.27,468.64,193.63
103039,2024-07-15,Vivid Webcam HD,Electronics,West,3,43.12,0.05,122.89,94.2,28.69
103102,2024-07-15,Buzz Bluetooth Speaker,Electronics,North,1,62.52,0.0,62.52,43.79,18.73
103443,2024-07-15,Comfy Office Chair,Furniture,North,1,220.56,0.0,220.56,159.9,60.66
103549,2024-07-15,Vivid Webcam HD,Electronics,West,3,42.45,0.0,127.36,88.54,38.82
101848,2024-07-16,Comfy Standing Desk,Furniture,South,1,387.31,0.05,367.95,265.95,102.0
103111,2024-07-16,Aero Laptop 16,Electronics,,2,1229.29,0.0,2458.58,1492.64,965.94
101252,2024-07-17,Buzz Wireless Earbuds,Electronics,North,4,78.63,0.0,314.51,225.37,89.14
102191,2024-07-17,Aero Laptop 16,Electronics,Central,4,1277.79,0.05,4855.62,3145.01,1710.61
103618,2024-07-17,Sharp Whiteboard,Office Supplies,Central,3,60.39,0.1,163.05,107.5,55.55
101425,2024-07-18,Comfy Bookshelf,Furniture,Central,5,145.6,0.1,655.21,515.43,139.78
101653,2024-07-18,Sharp Whiteboard,Office Supplies,West,1,67.42,0.0,67.42,40.66,26.76
101782,2024-07-18,Vivid Webcam HD,Electronics,,3,47.53,0.0,142.58,82.44,60.14
101992,2024-07-18,Comfy Bookshelf,Furniture,East,1,160.4,0.0,160.4,99.94,60.46
102536,2024-07-18,Sharp Notebook Set,Office Supplies,East,1,12.19,0.1,10.97,8.96,2.01
102862,2024-07-18,Aero Laptop 16,Electronics,South,2,1198.51,0.05,2277.16,1659.83,617.33
103489,2024-07-18,Vivid Webcam HD,Electronics,North,5,47.31,0.0,236.54,150.26,86.28
100917,2024-07-19,Vivid Monitor 27in,Electronics,South,4,291.69,0.15,991.74,683.82,307.92
101460,2024-07-19,Buzz Bluetooth Speaker,Electronics,Central,2,61.48,0.0,122.96,82.29,40.67
103128,2024-07-19,Aero Laptop 16,Electronics,West,1,1197.86,0.15,1018.19,692.13,326.06
103166,2024-07-19,Sharp Pen Pack,Office Supplies,South,4,8.41,0.0,33.65,23.25,10.4
101152,2024-07-20,Comfy Standing Desk,Furniture,Central,1,377.95,0.0,377.95,238.89,139.06
101348,2024-07-20,Comfy Bookshelf,Furniture,East,1,153.69,0.0,153.69,108.38,45.31
100046,2024-07-21,Vivid Webcam HD,Electronics,North,4,44.67,0.0,178.69,119.16,59.53
100987,2024-07-21,Comfy Office Chair,Furniture,South,2,233.8,0.0,467.6,327.17,140.43
101052,2024-07-21,Comfy Office Chair,Furniture,East,2,223.75,0.05,425.12,326.82,98.3
101128,2024-07-21,Comfy Standing Desk,Furniture,Central,3,410.16,0.0,1230.47,863.06,367.41
101238,2024-07-21,Sharp Pen Pack,Office Supplies,East,2,7.77,0.15,13.2,9.02,4.18
103509,2024-07-21,Comfy Standing Desk,Furniture,South,4,439.91,0.0,1759.63,1295.18,464.45
100603,2024-07-22,Vivid Monitor 27in,Electronics,Central,4,296.73,0.0,1186.91,863.74,323.17
101011,2024-07-22,Buzz Wireless Earbuds,Electronics,South,1,77.45,0.0,77.45,54.9,22.55
102114,2024-07-22,Comfy Standing Desk,Furniture,West,2,384.84,0.1,692.72,553.98,138.74
102915,2024-07-22,Vivid Webcam HD,Electronics,East,2,43.57,0.05,82.79,56.56,26.23
100595,2024-07-23,Comfy Office Chair,Furniture,,1,226.51,0.0,226.51,140.89,85.62
101728,2024-07-23,Aero Laptop 14,Electronics,North,2,923.07,0.0,1846.14,1363.08,483.06
102122,2024-07-23,Comfy Office Chair,Furniture,Central,1,236.66,0.0,236.66,161.59,75.07
102759,2024-07-23,Comfy Bookshelf,Furniture,Central,2,150.04,0.0,300.08,185.01,115.07
100122,2024-07-24,Comfy Bookshelf,Furniture,Central,2,149.8,0.0,299.6,199.65,99.95
102801,2024-07-24,Sharp Notebook Set,Office Supplies,North,3,12.54,0.0,37.63,22.52,15.11
103308,2024-07-24,Comfy Bookshelf,Furniture,North,1,152.96,0.0,152.96,94.47,58.49
100319,2024-07-25,Buzz Bluetooth Speaker,Electronics,Central,4,57.29,0.0,229.14,138.13,91.01
100328,2024-07-25,Comfy Office Chair,Furniture,,1,236.73,0.05,224.9,170.57,54.33
102221,2024-07-25,Buzz Bluetooth Speaker,Electronics,East,5,63.76,0.0,318.8,230.1,88.7
103316,2024-07-25,Aero Laptop 14,Electronics,West,2,880.29,0.0,1760.57,1059.57,701.0
102124,2024-07-26,Comfy Office Chair,Furniture,South,1,222.55,0.05,211.43,156.52,54.91
103372,2024-07-26,Sharp Notebook Set,Office Supplies,South,2,11.83,0.05,22.48,15.12,7.36
103626,2024-07-26,Sharp Whiteboard,Office Supplies,North,2,61.26,0.0,122.52,68.57,53.95
100358,2024-07-27,Comfy Standing Desk,Furniture,North,1,430.05,0.0,430.05,254.51,175.54
100893,2024-07-27,Vivid Monitor 27in,Electronics,East,2,268.99,0.0,537.97,399.83,138.14
101478,2024-07-27,Buzz Wireless Earbuds,Electronics,Central,2,85.41,0.0,170.82,111.25,59.57
101650,2024-07-27,Comfy Office Chair,Furniture,West,3,216.25,0.0,648.74,476.35,172.39
101746,2024-07-27,Sharp Notebook Set,Office Supplies,North,1,11.35,0.0,11.35,7.81,3.54
102039,2024-07-27,Sharp Pen Pack,Office Supplies,North,3,7.61,0.15,19.41,15.51,3.9
103547,2024-07-27,Vivid Webcam HD,Electronics,East,5,43.89,0.05,208.47,155.08,53.39
100879,2024-07-28,Buzz Bluetooth Speaker,Electronics,East,2,61.1,0.0,122.2,88.7,33.5
102787,2024-07-28,Sharp Notebook Set,Office Supplies,North,1,12.64,0.0,12.64,7.14,5.5
102876,2024-07-28,Vivid Monitor 27in,Electronics,Central,3,276.65,0.05,788.46,592.68,195.78
103314,2024-07-28,Buzz Wireless Earbuds,Electronics,East,1,81.78,0.0,81.78,47.41,34.37
103365,2024-07-28,Vivid Monitor 27in,Electronics,West,4,281.03,0.15,955.49,699.56,255.93
103452,2024-07-28,Aero Laptop 14,Electronics,South,2,964.34,0.15,1639.37,1440.72,198.65
103524,2024-07-28,Vivid Webcam HD,Electronics,North,2,43.66,0.0,87.32,65.42,21.9
100350,2024-07-29,Buzz Wireless Earbuds,Electronics,North,1,85.65,0.05,81.37,55.03,26.34
101034,2024-07-29,Sharp Pen Pack,Office Supplies,East,2,8.57,0.0,17.15,12.44,4.71
101470,2024-07-29,Comfy Office Chair,Furniture,South,1,210.74,0.05,200.21,126.03,74.18
101282,2024-07-30,Aero Laptop 16,Electronics,Central,1,1299.85,0.0,1299.85,966.63,333.22
101662,2024-07-30,Aero Laptop 14,Electronics,West,2,982.11,0.0,1964.21,1125.68,838.53
101669,2024-07-30,Buzz Bluetooth Speaker,Electronics,West,1,61.62,0.05,58.54,38.26,20.28
102029,2024-07-30,Vivid Webcam HD,Electronics,East,3,43.7,0.05,124.55,74.85,49.7
102169,2024-07-30,Vivid Monitor 27in,Electronics,Central,1,279.12,0.0,279.12,189.98,89.14
100481,2024-07-31,Aero Laptop 16,Electronics,Central,1,1289.41,0.0,1289.41,856.4,433.01
100653,2024-07-31,Buzz Bluetooth Speaker,Electronics,South,1,59.07,0.0,59.07,40.73,18.34
100974,2024-07-31,Vivid Webcam HD,Electronics,South,1,47.23,0.0,47.23,34.94,12.29
103157,2024-07-31,Buzz Wireless Earbuds,Electronics,Central,1,75.93,0.0,75.93,44.78,31.15
100199,2024-08-01,Sharp Notebook Set,Office Supplies,West,1,11.53,0.1,10.38,7.63,2.75
100635,2024-08-01,Sharp Notebook Set,Office Supplies,West,3,12.83,0.0,38.5,22.41,16.09
101271,2024-08-01,Comfy Bookshelf,Furniture,Central,2,159.34,0.0,318.68,218.52,100.16
101280,2024-08-01,Sharp Whiteboard,Office Supplies,East,2,69.09,0.15,117.44,81.01,36.43
101501,2024-08-01,Aero Laptop 16,Electronics,Central,1,1279.76,0.1,1151.79,778.89,372.9
101621,2024-08-01,Comfy Standing Desk,Furniture,North,3,440.79,0.05,1256.26,925.97,330.29
101644,2024-08-01,Aero Laptop 16,Electronics,West,3,1214.44,0.0,3643.31,2066.27,1577.04
101723,2024-08-01,Buzz Bluetooth Speaker,Electronics,North,3,64.17,0.05,182.89,108.03,74.86
102795,2024-08-01,Comfy Office Chair,Furniture,West,2,229.16,0.0,458.32,274.24,184.08
103161,2024-08-01,Sharp Pen Pack,Office Supplies,North,1,8.27,0.1,7.44,4.78,2.66
100247,2024-08-02,Sharp Notebook Set,Office Supplies,Central,3,12.27,0.15,31.29,24.69,6.6
101129,2024-08-02,Aero Laptop 16,Electronics,East,3,1322.97,0.0,3968.9,2971.42,997.48
102470,2024-08-02,Aero Laptop 16,Electronics,Central,2,1207.22,0.0,2414.44,1722.28,692.16
100477,2024-08-03,Comfy Bookshelf,Furniture,South,2,149.39,0.0,298.79,219.34,79.45
100555,2024-08-03,Aero Laptop 16,Electronics,South,1,1292.5,0.0,1292.5,947.36,345.14
101935,2024-08-03,Comfy Office Chair,Furniture,North,3,234.26,0.0,702.78,442.49,260.29
102414,2024-08-03,Vivid Monitor 27in,Electronics,South,2,286.82,0.0,573.64,386.31,187.33
100038,2024-08-04,Buzz Wireless Earbuds,Electronics,North,3,85.06,0.0,255.19,140.91,114.28
100176,2024-08-04,Sharp Whiteboard,Office Supplies,West,2,64.73,0.0,129.47,83.79,45.68
100320,2024-08-04,Sharp Notebook Set,Office Supplies,Central,3,11.22,0.0,33.66,23.99,9.67
102237,2024-08-04,Sharp Whiteboard,Office Supplies,East,2,65.81,0.0,131.63,90.12,41.51
100335,2024-08-05,Vivid Monitor 27in,Electronics,West,3,287.08,0.0,861.25,611.44,249.81
100597,2024-08-05,Comfy Bookshelf,Furniture,West,4,154.13,0.0,616.51,438.44,178.07
